Date_1,Description_1,Deposits,Withdrawls,Balance
Jun,Commission,49534.03,0,1058525.43
Jul,Cheque,0,105852.54,952672.89
Aug,NEFT,0,105852.54,846820.35
Sep,Miscellaneous,43,0,846863.35
Oct,Commission,0,141143.89,705719.46
Nov,Transfer,144637,0,850356.46
Dec,Debit Card,0,212589.12,637767.34
Jan,Transfer,5507.73,0,643275.07
Feb,IMPS,695766.25,0,1339041.32
Mar,Purchase,0,334760.33,1004280.99
Apr,Interest,0,334760.33,669520.66
May,NEFT,0,133904.13,535616.53
Jun,Cash,1819833.2,0,2355449.73
Jul,Interest,1836083,0,4191532.73
Aug,Reversal,0,2095766.37,2095766.36
Sep,Commission,0,349294.39,1746471.97
Oct,Cheque,0,582157.32,1164314.65
Nov,Transfer,51656,0,1215970.65
Dec,Cash,0,121597.07,1094373.58
Jan,Tax,0,121597.06,972776.52
Feb,IMPS,0,162129.42,810647.1
Mar,Cash,414.62,0,811061.72
Apr,Commission,0,162212.34,648849.38
May,NEFT,105187,0,754036.38
Jun,Purchase,0,125672.73,628363.65
Jul,NEFT,174182.5,0,802546.15
Aug,Interest,1239487.75,0,2042033.9
Sep,Cheque,925621.5,0,2967655.4
Oct,Reversal,3957.3,0,2971612.7
Nov,RTGS,0,424516.1,2547096.6
Dec,ATM,1296.5,0,2548393.1
Jan,Transfer,7.24,0,2548400.34
Feb,Commission,332424.2,0,2880824.54
Mar,ATM,43989.25,0,2924813.79
Apr,RTGS,0,324979.31,2599834.48
May,Reversal,0,259983.45,2339851.03
Jun,Bill,0,389975.17,1949875.86
Jul,RTGS,126746.62,0,2076622.48
Aug,Cash,6.7,0,2076629.18
Sep,Transfer,3.1,0,2076632.28
Oct,Transfer,396910,0,2473542.28
Nov,ATM,0,618385.57,1855156.71
Dec,Interest,0,309192.79,1545963.92
Jan,Bill,161.4,0,1546125.32
Feb,Cash,509.2,0,1546634.52
Mar,ATM,2289,0,1548923.52
Apr,Transfer,0,387230.88,1161692.64
May,Cash,30,0,1161722.64
Jun,Bill,2.2,0,1161724.84
Jul,Bill,0,387241.61,774483.23
Aug,Tax,1385.28,0,775868.51
Sep,Transfer,26237.87,0,802106.38
Oct,NEFT,0,114586.63,687519.75
Nov,Miscellaneous,0,137503.95,550015.8
Dec,Miscellaneous,0,55001.58,495014.22
Jan,Purchase,63,0,495077.22
Feb,Cash,0,123769.31,371307.92
Mar,Debit Card,1726476,0,2097783.92
Apr,Reversal,184475,0,2282258.92
May,Debit Card,0,253584.32,2028674.6
Jun,Bill,914461,0,2943135.6
Jul,Reversal,0,294313.56,2648822.04
Aug,IMPS,3544.5,0,2652366.54
Sep,NEFT,0,2652366.54,0
Oct,ATM,492,0,492
Nov,Reversal,332.8,0,824.8
Dec,Cheque,0,274.93,549.87
Jan,IMPS,568611.5,0,569161.37
Feb,Miscellaneous,61,0,569222.37
Mar,Tax,0,0,569222.37
Apr,Purchase,0,113844.47,455377.9
May,IMPS,0,0,455377.9
Jun,NEFT,0,455377.9,0
Jul,Transfer,3,0,3
Aug,NEFT,5,0,8
Sep,Debit Card,0,0.8,7.2
Oct,Debit Card,0,0.72,6.48
Nov,NEFT,9468,0,9474.48
Dec,NEFT,0,1894.9,7579.58
Jan,Transfer,2038.7,0,9618.28
Feb,Transfer,0,9618.28,0
Mar,Transfer,54.34,0,54.34
Apr,Interest,0.1,0,54.44
May,NEFT,794,0,848.44
Jun,ATM,0,141.41,707.03
Jul,Bill,4.31,0,711.34
Aug,Cash,105963.59,0,106674.93
Sep,Tax,22,0,106696.93
Oct,ATM,0,21339.39,85357.54
Nov,Bill,0,21339.39,64018.16
Dec,Transfer,3619.97,0,67638.13
Jan,Commission,0,13527.63,54110.5
Feb,Purchase,0,6012.28,48098.22
Mar,ATM,157,0,48255.22
Apr,Miscellaneous,2356.6,0,50611.82
May,Miscellaneous,5.26,0,50617.08
Jun,Commission,0,12654.27,37962.81
Jul,Commission,1.2,0,37964.01
Aug,Commission,30588,0,68552.01
Sep,Cheque,3.3,0,68555.31
Oct,Bill,0,11425.89,57129.42
Nov,Purchase,24.44,0,57153.86
Dec,RTGS,987,0,58140.86
Jan,Commission,408.7,0,58549.56
Feb,Reversal,0,7318.7,51230.86
Mar,Commission,2,0,51232.86
Apr,Debit Card,55.5,0,51288.36
May,Bill,0,25644.18,25644.18
Jun,IMPS,0,8548.06,17096.12
Jul,Purchase,0,17096.12,0
Aug,RTGS,255621.8,0,255621.8
Sep,RTGS,1518.9,0,257140.7
Oct,Transfer,0,25714.07,231426.63
Nov,Cheque,451,0,231877.63
Dec,NEFT,0,33125.38,198752.25
Jan,ATM,0,24844.03,173908.22
Feb,Commission,510,0,174418.22
Mar,NEFT,3588.72,0,178006.94
Apr,Reversal,0,25429.56,152577.38
May,ATM,0,50859.13,101718.25
Jun,Reversal,416,0,102134.25
Jul,Cash,0,11348.25,90786
Aug,Interest,7,0,90793
Sep,Reversal,0,10088.11,80704.89
Oct,ATM,0,80704.89,0
Nov,Debit Card,2585.8,0,2585.8
Dec,Reversal,12.6,0,2598.4
Jan,Reversal,1974.5,0,4572.9
Feb,IMPS,0.5,0,4573.4
Mar,Tax,844594,0,849167.4
Apr,IMPS,20560,0,869727.4
May,Reversal,239571.5,0,1109298.9
Jun,NEFT,0,1109298.9,0
Jul,Interest,23.4,0,23.4
Aug,Commission,0,23.4,0
Sep,ATM,15785,0,15785
Oct,Tax,7.1,0,15792.1
Nov,ATM,0,7896.05,7896.05
Dec,Transfer,0,987.01,6909.04
Jan,Reversal,16769.6,0,23678.64
Feb,Commission,37,0,23715.64
Mar,Reversal,0,5928.91,17786.73
Apr,NEFT,0,1976.3,15810.43
May,RTGS,1750564.5,0,1766374.93
Jun,IMPS,337.3,0,1766712.23
Jul,RTGS,26.6,0,1766738.83
Aug,Cheque,0,294456.47,1472282.36
Sep,Purchase,0,490760.79,981521.57
Oct,Interest,3036.4,0,984557.97
Nov,Tax,6373.1,0,990931.07
Dec,NEFT,2.2,0,990933.27
Jan,Cheque,0,247733.32,743199.95
Feb,Miscellaneous,0,743199.95,0
Mar,ATM,65746.5,0,65746.5
Apr,Miscellaneous,3.57,0,65750.07
May,Transfer,467,0,66217.07
Jun,Purchase,6.25,0,66223.32
Jul,Purchase,163759.9,0,229983.22
Aug,Commission,0,45996.64,183986.58
Sep,Tax,139.58,0,184126.16
Oct,Purchase,6.93,0,184133.09
Nov,IMPS,5672.16,0,189805.25
Dec,Purchase,5,0,189810.25
Jan,RTGS,513,0,190323.25
Feb,Interest,0,63441.08,126882.17
Mar,Transfer,0,15860.27,111021.9
Apr,IMPS,395,0,111416.9
May,ATM,0,12379.66,99037.24
Jun,IMPS,0,24759.31,74277.93
Jul,Debit Card,127616,0,201893.93
Aug,Interest,27,0,201920.93
Sep,Bill,0,20192.09,181728.84
Oct,ATM,0,22716.11,159012.73
Nov,Miscellaneous,2996.7,0,162009.43
Dec,Purchase,1524830.75,0,1686840.18
Jan,Commission,0,240977.17,1445863.01
Feb,Tax,0,180732.88,1265130.13
Mar,Cheque,0,632565.07,632565.06
Apr,Commission,44.4,0,632609.46
May,Cheque,0,126521.89,506087.57
Jun,Reversal,0,84347.93,421739.64
Jul,Purchase,0,140579.88,281159.76
Aug,ATM,10.8,0,281170.56
Sep,Miscellaneous,154970.3,0,436140.86
Oct,IMPS,0,48460.1,387680.76
Nov,Commission,0,129226.92,258453.84
Dec,IMPS,21.01,0,258474.85
Jan,Transfer,171.3,0,258646.15
Feb,ATM,362.66,0,259008.81
Mar,Cheque,77655,0,336663.81
Apr,Purchase,0,168331.91,168331.9
May,ATM,398.9,0,168730.8
Jun,ATM,0,28121.8,140609
Jul,RTGS,0,46869.67,93739.33
Aug,Cheque,7880,0,101619.33
Sep,Bill,13,0,101632.33
Oct,Interest,3339.6,0,104971.93
Nov,Debit Card,0,52485.97,52485.96
Dec,Reversal,0,52485.96,0
Jan,Bill,285.9,0,285.9
Feb,Bill,0,35.74,250.16
Mar,ATM,200603,0,200853.16
Apr,Miscellaneous,0,25106.65,175746.52
May,Purchase,93977.5,0,269724.02
Jun,IMPS,0,38532,231192.02
Jul,Bill,0,25688,205504.02
Aug,Reversal,0,41100.8,164403.22
Sep,NEFT,0,27400.54,137002.68
Oct,Reversal,59.1,0,137061.78
Nov,RTGS,412,0,137473.78
Dec,IMPS,348,0,137821.78
Jan,Purchase,29509.9,0,167331.68
Feb,Miscellaneous,4479.74,0,171811.42
Mar,Bill,203295.12,0,375106.54
Apr,RTGS,155.9,0,375262.44
May,Purchase,0,62543.74,312718.7
Jun,Tax,34454.3,0,347173
Jul,Transfer,0,69434.6,277738.4
Aug,Tax,0,92579.47,185158.93
Sep,Bill,1844165.5,0,2029324.43
Oct,Transfer,1309717.2,0,3339041.63
Nov,RTGS,20261,0,3359302.63
Dec,Interest,0,3359302.63,0
Jan,ATM,6,0,6
Feb,Cheque,1507864.25,0,1507870.25
Mar,Reversal,8254.9,0,1516125.15
Apr,Interest,0,505375.05,1010750.1
May,Cheque,1,0,1010751.1
Jun,Cheque,156247.4,0,1166998.5
Jul,Commission,1867.95,0,1168866.45
Aug,Cheque,0,166980.92,1001885.53
Sep,Debit Card,0,200377.11,801508.42
Oct,NEFT,0,801508.42,0
Nov,ATM,3046.8,0,3046.8
Dec,Purchase,0,507.8,2539
Jan,RTGS,0,362.71,2176.29
Feb,Miscellaneous,0,241.81,1934.48
Mar,Purchase,0,322.41,1612.07
Apr,Debit Card,2554.3,0,4166.37
May,RTGS,8892.7,0,13059.07
Jun,Bill,851044.2,0,864103.27
Jul,RTGS,233028.8,0,1097132.07
Aug,IMPS,19.1,0,1097151.17
Sep,Bill,1947527.5,0,3044678.67
Oct,Tax,2.3,0,3044680.97
Nov,Bill,275.6,0,3044956.57
Dec,Commission,0,434993.8,2609962.77
Jan,Interest,0,2609962.77,0
Feb,Commission,138537,0,138537
Mar,Purchase,0,15393,123144
Apr,Bill,22.96,0,123166.96
May,Purchase,77667.7,0,200834.66
Jun,Bill,1146.84,0,201981.5
Jul,Purchase,31072.9,0,233054.4
Aug,ATM,1661338.8,0,1894393.2
Sep,Cash,0,189439.32,1704953.88
Oct,Miscellaneous,0,568317.96,1136635.92
Nov,NEFT,30.91,0,1136666.83
Dec,ATM,0,227333.37,909333.46
Jan,Purchase,0,151555.58,757777.88
Feb,IMPS,0,189444.47,568333.41
Mar,Reversal,23,0,568356.41
Apr,Interest,0,113671.28,454685.13
May,Bill,2,0,454687.13
Jun,Transfer,0,56835.89,397851.24
Jul,Reversal,45265,0,443116.24
Aug,Debit Card,0,88623.25,354492.99
Sep,Debit Card,36.23,0,354529.22
Oct,Interest,31279,0,385808.22
Nov,RTGS,0,64301.37,321506.85
Dec,Cheque,4130.6,0,325637.45
Jan,IMPS,0,54272.91,271364.54
Feb,Tax,0,54272.91,217091.63
Mar,Miscellaneous,7,0,217098.63
Apr,Purchase,0,72366.21,144732.42
May,Debit Card,22259,0,166991.42
Jun,Commission,0,20873.93,146117.49
Jul,Cash,9251,0,155368.49
Aug,Transfer,1461229,0,1616597.49
Sep,Debit Card,0,179621.94,1436975.55
Oct,RTGS,52.5,0,1437028.05
Nov,Cheque,0,1437028.05,0
Dec,Cheque,99408,0,99408
Jan,Bill,703093.5,0,802501.5
Feb,Reversal,0,160500.3,642001.2
Mar,Transfer,0,214000.4,428000.8
Apr,Interest,0,142666.93,285333.87
May,Purchase,0,285333.87,0
Jun,Cash,7.2,0,7.2
Jul,Cash,0,1.8,5.4
Aug,IMPS,3,0,8.4
Sep,Commission,2.12,0,10.52
Oct,RTGS,0,1.5,9.02
Nov,Transfer,0,1.29,7.73
Dec,Tax,69,0,76.73
Jan,Tax,0,10.96,65.77
Feb,Tax,0,8.22,57.55
Mar,Transfer,51.3,0,108.85
Apr,Purchase,0,27.21,81.64
May,NEFT,1832.57,0,1914.21
Jun,Purchase,2,0,1916.21
Jul,Debit Card,38.9,0,1955.11
Aug,Cash,0,279.3,1675.81
Sep,RTGS,1092,0,2767.81
Oct,Commission,0,307.53,2460.28
Nov,RTGS,111.99,0,2572.27
Dec,Interest,216.19,0,2788.46
Jan,Reversal,30022.9,0,32811.36
Feb,Cheque,0,10937.12,21874.24
Mar,Bill,49,0,21923.24
Apr,Commission,0,2192.32,19730.92
May,Purchase,0,2818.7,16912.22
Jun,IMPS,198991,0,215903.22
Jul,RTGS,410,0,216313.22
Aug,Bill,127,0,216440.22
Sep,Purchase,195641.7,0,412081.92
Oct,Cash,6.5,0,412088.42
Nov,Tax,7.01,0,412095.43
Dec,Transfer,119242.8,0,531338.23
Jan,Cash,0,53133.82,478204.41
Feb,IMPS,0,119551.1,358653.31
Mar,Transfer,2024514,0,2383167.31
Apr,Reversal,1874589.75,0,4257757.06
May,Bill,0,4257757.06,0
Jun,Debit Card,4,0,4
Jul,Transfer,0,0,4
Aug,RTGS,52354.1,0,52358.1
Sep,Cheque,4.41,0,52362.51
Oct,Transfer,0,5818.06,46544.45
Nov,IMPS,99847,0,146391.45
Dec,RTGS,0,14639.15,131752.31
Jan,Tax,0,131752.31,0
Feb,Cheque,156841.2,0,156841.2
Mar,Cash,223.4,0,157064.6
Apr,Commission,259355,0,416419.6
May,Interest,0,416419.6,0
Jun,Interest,2150.09,0,2150.09
Jul,Reversal,2024110,0,2026260.09
Aug,Interest,27.5,0,2026287.59
Sep,RTGS,0,202628.76,1823658.83
Oct,NEFT,17977.24,0,1841636.07
Nov,Transfer,6,0,1841642.07
Dec,Reversal,0,613880.69,1227761.38
Jan,Tax,0,409253.79,818507.59
Feb,NEFT,0.74,0,818508.33
Mar,Cash,0,90945.37,727562.96
Apr,Debit Card,0,90945.37,636617.59
May,Cheque,0,212205.86,424411.73
Jun,Cheque,0,212205.87,212205.86
Jul,ATM,0,30315.12,181890.74
Aug,Reversal,0,181890.74,0
Sep,Interest,78188.1,0,78188.1
Oct,RTGS,214.8,0,78402.9
Nov,Reversal,0,13067.15,65335.75
Dec,RTGS,20382.8,0,85718.55
Jan,Interest,0,12245.51,73473.04
Feb,Cheque,0,14694.61,58778.43
Mar,Purchase,0,19592.81,39185.62
Apr,Cheque,0,4898.2,34287.42
May,Tax,18299,0,52586.42
Jun,Tax,0,7512.35,45074.07
Jul,Purchase,0,6439.15,38634.92
Aug,Interest,0,3863.49,34771.43
Sep,Transfer,0,11590.48,23180.95
Oct,Cheque,469569.2,0,492750.15
Nov,Miscellaneous,0,54750.02,438000.13
Dec,ATM,54.4,0,438054.53
Jan,Interest,320,0,438374.53
Feb,NEFT,0,219187.27,219187.26
Mar,Reversal,3254.1,0,222441.36
Apr,ATM,2165.03,0,224606.39
May,Interest,0,224606.39,0
Jun,Debit Card,3.25,0,3.25
Jul,Cash,0,0.33,2.92
Aug,Cheque,62151,0,62153.92
Sep,Cash,0,15538.48,46615.44
Oct,Reversal,0,7769.24,38846.2
Nov,Bill,0,38846.2,0
Dec,IMPS,146.74,0,146.74
Jan,Miscellaneous,0,20.96,125.78
Feb,Bill,2.36,0,128.14
Mar,Cash,10121.6,0,10249.74
Apr,Miscellaneous,253247,0,263496.74
May,ATM,0,29277.42,234219.32
Jun,Purchase,0,26024.37,208194.95
Jul,Interest,0,20819.5,187375.46
Aug,Miscellaneous,744654,0,932029.46
Sep,Reversal,28490.3,0,960519.76
Oct,Transfer,840883.25,0,1801403.01
Nov,RTGS,0,1801403.01,0
Dec,Cheque,11841,0,11841
Jan,Debit Card,0,2368.2,9472.8
Feb,RTGS,0,947.28,8525.52
Mar,RTGS,817640,0,826165.52
Apr,Transfer,0,275388.51,550777.01
May,Debit Card,150373.19,0,701150.2
Jun,NEFT,127739,0,828889.2
Jul,RTGS,0,165777.84,663111.36
Aug,Debit Card,511,0,663622.36
Sep,Cash,0,73735.82,589886.54
Oct,Cheque,0,117977.31,471909.23
Nov,NEFT,0,117977.31,353931.92
Dec,Reversal,21707,0,375638.92
Jan,RTGS,113.12,0,375752.04
Feb,Cash,0,62625.34,313126.7
Mar,Purchase,0,313126.7,0
Apr,Cheque,182921.59,0,182921.59
May,IMPS,24460.91,0,207382.5
Jun,Cheque,0,20738.25,186644.25
Jul,Miscellaneous,0,186644.25,0
Aug,Miscellaneous,25,0,25
Sep,Miscellaneous,0,3.13,21.88
Oct,Tax,458.9,0,480.78
Nov,Transfer,0,68.68,412.1
Dec,Transfer,275,0,687.1
Jan,Tax,0,171.78,515.33
Feb,IMPS,561576,0,562091.33
Mar,Cash,0,70261.42,491829.91
Apr,Transfer,0,54647.77,437182.14
May,Commission,0,109295.54,327886.6
Jun,Commission,0,32788.66,295097.94
Jul,RTGS,2,0,295099.94
Aug,NEFT,0,32788.88,262311.06
Sep,NEFT,130,0,262441.06
Oct,Debit Card,0,43740.18,218700.88
Nov,Reversal,670400,0,889100.88
Dec,Debit Card,3.1,0,889103.98
Jan,Tax,0,88910.4,800193.58
Feb,RTGS,2518.72,0,802712.3
Mar,Commission,48901.38,0,851613.68
Apr,Purchase,5908.5,0,857522.18
May,IMPS,0,214380.55,643141.64
Jun,Miscellaneous,17,0,643158.64
Jul,Commission,139110.8,0,782269.44
Aug,Purchase,14.7,0,782284.14
Sep,IMPS,1470359.5,0,2252643.64
Oct,Commission,0,281580.46,1971063.18
Nov,Debit Card,0,197106.32,1773956.86
Dec,Interest,0,443489.22,1330467.64
Jan,NEFT,0,665233.82,665233.82
Feb,RTGS,8,0,665241.82
Mar,Cheque,0,110873.64,554368.18
Apr,Interest,51.95,0,554420.13
May,Commission,56.9,0,554477.03
Jun,Debit Card,47.2,0,554524.23
Jul,Interest,0,110904.85,443619.38
Aug,Reversal,0,73936.56,369682.82
Sep,Commission,0,61613.8,308069.02
Oct,Purchase,0,51344.84,256724.18
Nov,RTGS,59,0,256783.18
Dec,RTGS,0,28531.46,228251.72
Jan,IMPS,1895747.5,0,2123999.22
Feb,Cheque,0.08,0,2123999.3
Mar,IMPS,35.77,0,2124035.07
Apr,RTGS,7.34,0,2124042.41
May,Interest,511.11,0,2124553.52
Jun,RTGS,0,708184.51,1416369.01
Jul,Cash,0,708184.51,708184.5
Aug,Commission,16,0,708200.5
Sep,Purchase,0,708200.5,0
Oct,Cash,11692.14,0,11692.14
Nov,Tax,0,1670.31,10021.83
Dec,Cheque,1.2,0,10023.03
Jan,IMPS,0,1002.3,9020.73
Feb,Tax,8602.2,0,17622.93
Mar,ATM,0,4405.73,13217.2
Apr,Miscellaneous,8386.2,0,21603.4
May,Debit Card,0,2400.38,19203.02
Jun,Debit Card,6.31,0,19209.33
Jul,Reversal,183,0,19392.33
Aug,Tax,0,19392.33,0
Sep,Transfer,96253.3,0,96253.3
Oct,Reversal,0,24063.33,72189.98
Nov,Interest,31,0,72220.98
Dec,RTGS,0,18055.25,54165.74
Jan,ATM,0,7737.96,46427.78
Feb,Interest,0,7737.96,38689.82
Mar,Cash,1436,0,40125.82
Apr,NEFT,42,0,40167.82
May,Cash,0,13389.27,26778.55
Jun,Miscellaneous,14683.38,0,41461.93
Jul,Reversal,38.4,0,41500.33
Aug,Cheque,0,41500.33,0
Sep,Debit Card,133.4,0,133.4
Oct,Tax,0,44.47,88.93
Nov,Interest,2923.32,0,3012.25
Dec,IMPS,0,753.06,2259.19
Jan,Cash,484.04,0,2743.23
Feb,ATM,0,457.21,2286.02
Mar,Reversal,1635440,0,1637726.02
Apr,Interest,4.4,0,1637730.42
May,NEFT,0,233961.49,1403768.93
Jun,Interest,0,280753.79,1123015.14
Jul,Commission,0,140376.89,982638.25
Aug,Purchase,42,0,982680.25
Sep,ATM,1769,0,984449.25
Oct,Miscellaneous,0,328149.75,656299.5
Nov,NEFT,0,109383.25,546916.25
Dec,Reversal,0,54691.63,492224.62
Jan,Bill,0,246112.31,246112.31
Feb,Debit Card,11569,0,257681.31
Mar,Tax,62.2,0,257743.51
Apr,Tax,216,0,257959.51
May,NEFT,48.64,0,258008.15
Jun,Transfer,0,25800.82,232207.34
Jul,Tax,28.3,0,232235.64
Aug,Reversal,0,33176.52,199059.12
Sep,Cheque,6843.69,0,205902.81
Oct,Debit Card,287341.25,0,493244.06
Nov,Tax,828.89,0,494072.95
Dec,Miscellaneous,188235,0,682307.95
Jan,ATM,0,227435.98,454871.97
Feb,IMPS,0,64981.71,389890.26
Mar,ATM,0,38989.03,350901.23
Apr,RTGS,2.69,0,350903.92
May,Miscellaneous,0,175451.96,175451.96
Jun,NEFT,21,0,175472.96
Jul,Purchase,15562,0,191034.96
Aug,Tax,6.95,0,191041.91
Sep,Miscellaneous,37069.81,0,228111.72
Oct,Transfer,1075030.2,0,1303141.92
Nov,Transfer,0,144793.55,1158348.37
Dec,Commission,0,1158348.37,0
Jan,Commission,2188.27,0,2188.27
Feb,Cash,0,312.61,1875.66
Mar,Miscellaneous,21558,0,23433.66
Apr,Bill,0,4686.73,18746.93
May,Tax,0,3749.39,14997.54
Jun,Purchase,56.28,0,15053.82
Jul,Bill,218999.8,0,234053.62
Aug,Transfer,31083,0,265136.62
Sep,RTGS,0,66284.16,198852.46
Oct,Purchase,14,0,198866.46
Nov,Debit Card,0,33144.41,165722.05
Dec,Purchase,0,55240.68,110481.37
Jan,Interest,3314.4,0,113795.77
Feb,Tax,13099,0,126894.77
Mar,Interest,0,42298.26,84596.51
Apr,Tax,0,16919.3,67677.21
May,Miscellaneous,87349.5,0,155026.71
Jun,Debit Card,0,77513.36,77513.36
Jul,Cash,0,9689.17,67824.19
Aug,Bill,14218,0,82042.19
Sep,Miscellaneous,383,0,82425.19
Oct,IMPS,0,8242.52,74182.67
Nov,IMPS,0,14836.53,59346.14
Dec,Purchase,0,14836.54,44509.6
Jan,Purchase,25.8,0,44535.4
Feb,Tax,0,22267.7,22267.7
Mar,Cash,37.92,0,22305.62
Apr,NEFT,0,7435.21,14870.41
May,Cheque,0,1652.27,13218.14
Jun,Interest,183038,0,196256.14
Jul,Bill,85536,0,281792.14
Aug,Bill,2002,0,283794.14
Sep,Commission,102780.2,0,386574.34
Oct,Miscellaneous,0,48321.79,338252.55
Nov,Reversal,4,0,338256.55
Dec,Cheque,0,112752.18,225504.37
Jan,Cash,0,25056.04,200448.33
Feb,ATM,0,20044.83,180403.5
Mar,Debit Card,0,180403.5,0
Apr,Debit Card,3759.28,0,3759.28
May,Purchase,505079.5,0,508838.78
Jun,Debit Card,70.22,0,508909
Jul,Cheque,0,56545.44,452363.56
Aug,Miscellaneous,11659.1,0,464022.66
Sep,NEFT,0,232011.33,232011.33
Oct,Bill,0,38668.56,193342.78
Nov,Bill,0,32223.8,161118.98
Dec,Tax,21977,0,183095.98
Jan,Interest,0,36619.2,146476.78
Feb,RTGS,0,29295.36,117181.42
Mar,NEFT,2715,0,119896.42
Apr,Cheque,1176203,0,1296099.42
May,Cash,5.52,0,1296104.94
Jun,Commission,191136.25,0,1487241.19
Jul,Miscellaneous,0,1487241.19,0
Aug,Miscellaneous,7,0,7
Sep,Interest,0,1,6
Oct,Bill,179.14,0,185.14
Nov,Cheque,0,20.57,164.57
Dec,Interest,874,0,1038.57
Jan,Tax,0,115.4,923.17
Feb,Cheque,237072.78,0,237995.95
Mar,Cash,0,79331.98,158663.97
Apr,Transfer,2537,0,161200.97
May,Cheque,0,16120.1,145080.87
Jun,NEFT,122413,0,267493.87
Jul,IMPS,5,0,267498.87
Aug,Tax,0,29722.1,237776.77
Sep,ATM,11979.8,0,249756.57
Oct,Interest,0,62439.14,187317.43
Nov,Purchase,29286,0,216603.43
Dec,Transfer,0,108301.72,108301.72
Jan,RTGS,1231440,0,1339741.72
Feb,Bill,0,148860.19,1190881.53
Mar,ATM,45,0,1190926.53
Apr,Interest,0,238185.31,952741.22
May,Purchase,8,0,952749.22
Jun,Purchase,0,95274.92,857474.3
Jul,Transfer,18,0,857492.3
Aug,Bill,0,85749.23,771743.07
Sep,Debit Card,0,77174.31,694568.76
Oct,Miscellaneous,0,86821.1,607747.66
Nov,Transfer,6.2,0,607753.86
Dec,Transfer,6.79,0,607760.65
Jan,NEFT,3079.1,0,610839.75
Feb,Purchase,0,67871.08,542968.67
Mar,Commission,0,67871.08,475097.59
Apr,RTGS,5,0,475102.59
May,ATM,0,59387.82,415714.77
Jun,Commission,24631,0,440345.77
Jul,Cash,57,0,440402.77
Aug,Miscellaneous,139997.1,0,580399.87
Sep,IMPS,0,290199.94,290199.94
Oct,Interest,451.07,0,290651.01
Nov,Debit Card,0,145325.51,145325.5
Dec,Tax,12,0,145337.5
Jan,NEFT,0,145337.5,0
Feb,Cheque,2171.5,0,2171.5
Mar,Debit Card,0,542.88,1628.62
Apr,ATM,0,1628.62,0
May,Reversal,44,0,44
Jun,Commission,0,6.29,37.71
Jul,Purchase,1,0,38.71
Aug,Cash,0,4.3,34.41
Sep,Debit Card,0,17.21,17.2
Oct,Interest,525,0,542.2
Nov,IMPS,0,67.78,474.43
Dec,Bill,0,237.22,237.22
Jan,IMPS,9486.5,0,9723.72
Feb,NEFT,2632.21,0,12355.93
Mar,Interest,3,0,12358.93
Apr,ATM,2,0,12360.93
May,Reversal,164,0,12524.93
Jun,NEFT,0,1391.66,11133.27
Jul,RTGS,1675559,0,1686692.27
Aug,NEFT,12631.34,0,1699323.61
Sep,Cash,121,0,1699444.61
Oct,Debit Card,0,188827.18,1510617.43
Nov,Bill,66070.25,0,1576687.68
Dec,Reversal,0,394171.92,1182515.76
Jan,Tax,223.8,0,1182739.56
Feb,Cheque,0,1182739.56,0
Mar,Transfer,1225181,0,1225181
Apr,Tax,31236,0,1256417
May,Miscellaneous,0,418805.67,837611.33
Jun,Bill,0,209402.83,628208.5
Jul,Purchase,0,125641.7,502566.8
Aug,IMPS,0,50256.68,452310.12
Sep,ATM,4,0,452314.12
Oct,Cheque,5.66,0,452319.78
Nov,Reversal,201,0,452520.78
Dec,IMPS,0,90504.16,362016.62
Jan,Debit Card,0,51716.66,310299.96
Feb,Debit Card,19960,0,330259.96
Mar,Miscellaneous,0,55043.33,275216.63
Apr,Transfer,0,30579.63,244637
May,ATM,37.4,0,244674.4
Jun,IMPS,0,30584.3,214090.1
Jul,ATM,48.93,0,214139.03
Aug,NEFT,3.5,0,214142.53
Sep,Cash,58,0,214200.53
Oct,RTGS,47520,0,261720.53
Nov,RTGS,0,37388.65,224331.88
Dec,ATM,0,32047.41,192284.47
Jan,Tax,0,48071.12,144213.35
Feb,Debit Card,21,0,144234.35
Mar,NEFT,0,28846.87,115387.48
Apr,Purchase,0,11538.75,103848.73
May,Cash,0,34616.24,69232.49
Jun,Cash,0,6923.25,62309.24
Jul,ATM,59121,0,121430.24
Aug,Reversal,1933990,0,2055420.24
Sep,Transfer,0,411084.05,1644336.19
Oct,Debit Card,22433.4,0,1666769.59
Nov,Interest,321.36,0,1667090.95
Dec,Purchase,0,555696.98,1111393.97
Jan,Debit Card,0,1111393.97,0
Feb,IMPS,305742,0,305742
Mar,Cash,7.7,0,305749.7
Apr,Reversal,2728.1,0,308477.8
May,Bill,1665345.5,0,1973823.3
Jun,Cheque,3069.1,0,1976892.4
Jul,RTGS,3.6,0,1976896
Aug,Reversal,247996,0,2224892
Sep,Tax,443.75,0,2225335.75
Oct,Bill,252,0,2225587.75
Nov,Cash,391.12,0,2225978.87
Dec,Bill,20486,0,2246464.87
Jan,Cash,5.9,0,2246470.77
Feb,Cheque,167,0,2246637.77
Mar,RTGS,2119.31,0,2248757.08
Apr,Purchase,464.7,0,2249221.78
May,RTGS,0,374870.3,1874351.48
Jun,Reversal,23.4,0,1874374.88
Jul,Cheque,0,234296.86,1640078.02
Aug,Cash,159319,0,1799397.02
Sep,Cash,0,224924.63,1574472.39
Oct,Cash,0,1574472.39,0
Nov,NEFT,1281239,0,1281239
Dec,Purchase,0,640619.5,640619.5
Jan,ATM,119.2,0,640738.7
